"Sentence","labels"
"Systolic blood pressure variability seems to predict a poor outcome in patients with acute intracerebral haemorrhage .",1
"Long-term oral intake of 1 and 10 mg zeaxanthin as beadlets increases plasma zeaxanthin concentrations approximately 4 - and 20 fold , respectively .",1
"As the preparations of yoelii - purified infected erythrocytes used in this study mainly contain parasites at the schizont stage , it was next investigated if other stages of intra-erythrocytic yoelii parasites were able to trigger DC maturation .",0
"The results may identify new possibilities and capacities in healthcare with low additional costs and high value to patients .",0
"In adults with CF , cholecalciferol is more efficiently absorbed in a powder compared with an oil vehicle .",0
"However , 50 % of eyes had VA of 20 and 40 or better , confirming anti-vascular endothelial growth factor therapy as a major long-term therapeutic advance for neovascular AMD .",0
"In order to regulate fetal exposure to this hormone , placental expression of 11β-hydroxysteroid dehydrogenase-2 , an enzyme that converts active cortisol to inactive cortisone , increases across pregnancy .",1
"The EPAZ study will confirm whether pazopanib may be an alternative to toxic chemotherapy for elderly patients with STS .",0
"The benefit of ticagrelor over clopidogrel was consistent in those undergoing early and late angiography , supporting upstream use of ticagrelor .",0
"Last but not least , use of the mellonella infection model to study suis virulence adheres to the principles of replacement , reduction and refinement and can potentially reduce the number of vertebrates used for experimental infection studies .",1
"As the tied probes were progressively withdrawn , the pressures given by each were simultaneously recorded .",0
"Clinical trials.gov NCT01387022 .",0
"Contingency management appears to be a wise investment for both the provider and the payer with regard to the clinical outcome of time free from stimulants .",0
"This process revealed that nicotine can produce an important risk to aquatic organisms .",1
"In a cross-sectional study , we collected and analysed blood from 245 healthy students between 18 and 25 years old from the University of Barcelona throughout the annual campaign of the blood bank .",0
"Whether adiposity mediates this association remains inconclusive .",0
"The provision of an antenatal lifestyle intervention for women with overweight and obesity was associated with an improvement in dietary patterns that persisted post partum .",1
"Patients with cirrhosis had higher risk of HCC than patients without cirrhosis .",1
"Preclinical students value the interaction with residents and may perceive the overall value of a course to be improved based on near-peer involvement .",0
"Substituting the conserved Gln182 that interacts with flavin N5 to Leu does not affect photoreduction but completely prevents dimerization .",1
"This adaptive process will likely be affected by piscivorous predators - setting the frame for ecological opportunity .",1
"Chang et al suggested a mutual luminal surface of tumor and endothelial tissue in tumor vessels , which contribute to the continuous shedding of circulating cells into the blood stream .",1
